country,date,new_cases,total_cases,new_deaths,total_deaths,new_cases_7_day_avg_right,new_deaths_7_day_avg_right,new_cases_per_million,new_deaths_per_million,total_cases_per_million,total_deaths_per_million,weekly_cases,weekly_deaths,weekly_pct_growth_cases,weekly_pct_growth_deaths,cfr,population,year,month,day_of_week,quarter,season,new_cases_per_100k,new_deaths_per_100k,cases_lag_7d,cases_lag_14d,cases_lag_21d,cases_ma_30d,disease,new_cases_smoothed,new_deaths_smoothed,new_cases_smoothed_per_million
Kazakhstan,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,2,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,3,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,4,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,5,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,6,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,0,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,2,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,3,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,4,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,5,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,6,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,0,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,1,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,2,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,3,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,4,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,2,5,1,winter,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,6,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,0,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,1,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,2,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,3,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,4,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,5,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,6,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,0,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,1,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,2,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20592571.0,2020,3,3,1,spring,0.0,0.0,0.0,0.0,0.0,0.0,covid,,,
Kazakhstan,2020-03-13,2.0,2.0,0.0,0.0,0.2857142857142857,0.0,0.0998272389802208,0.0,0.0998272389802208,0.0,2.0,0.0,,,0.0,20592571.0,2020,3,4,1,spring,0.009712240399705311,0.0,0.0,0.0,0.0,0.009523809523809523,covid,,,
Kazakhstan,2020-03-14,4.0,6.0,0.0,0.0,0.8571428571428571,0.0,0.1996544779604416,0.0,0.2994817169406625,0.0,6.0,0.0,,,0.0,20592571.0,2020,3,5,1,spring,0.019424480799410622,0.0,0.0,0.0,0.0,0.03809523809523809,covid,,,
Kazakhstan,2020-03-15,0.0,6.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.2994817169406625,0.0,6.0,0.0,,,0.0,20592571.0,2020,3,6,1,spring,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,covid,,,
Kazakhstan,2020-03-16,0.0,6.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.2994817169406625,0.0,6.0,0.0,,,0.0,20592571.0,2020,3,0,1,spring,0.0,0.0,0.0,0.0,0.0,0.09523809523809522,covid,,,
Kazakhstan,2020-03-17,27.0,33.0,0.0,0.0,4.714285714285714,0.0,1.3476677262329813,0.0,1.6471494431736438,0.0,33.0,0.0,,,0.0,20592571.0,2020,3,1,1,spring,0.1311152453960217,0.0,0.0,0.0,0.0,0.2523809523809524,covid,,,
Kazakhstan,2020-03-18,0.0,33.0,0.0,0.0,4.714285714285714,0.0,0.0,0.0,1.6471494431736438,0.0,33.0,0.0,,,0.0,20592571.0,2020,3,2,1,spring,0.0,0.0,0.0,0.0,0.0,0.4095238095238095,covid,,,
Kazakhstan,2020-03-19,2.0,35.0,0.0,0.0,5.0,0.0,0.0998272389802208,0.0,1.7469766821538646,0.0,35.0,0.0,,,0.0,20592571.0,2020,3,3,1,spring,0.009712240399705311,0.0,0.0,0.0,0.0,0.5761904761904761,covid,,,
Kazakhstan,2020-03-20,11.0,46.0,0.0,0.0,6.285714285714286,0.0,0.5490498143912146,0.0,2.296026496545079,0.0,44.0,0.0,2100.0,,0.0,20592571.0,2020,3,4,1,spring,0.05341732219837921,0.0,0.2857142857142857,0.0,0.0,0.7857142857142857,covid,,,
Kazakhstan,2020-03-21,7.0,53.0,0.0,0.0,6.714285714285714,0.0,0.3493953364307729,0.0,2.645421832975852,0.0,47.0,0.0,683.3000000000001,,0.0,20592571.0,2020,3,5,1,spring,0.03399284139896859,0.0,0.8571428571428571,0.0,0.0,1.0095238095238095,covid,,,
Kazakhstan,2020-03-22,4.0,57.0,0.0,0.0,7.285714285714286,0.0,0.1996544779604416,0.0,2.8450763109362938,0.0,51.0,0.0,750.0,,0.0,20592571.0,2020,3,6,1,spring,0.019424480799410622,0.0,0.8571428571428571,0.0,0.0,1.2523809523809524,covid,,,
Kazakhstan,2020-03-23,5.0,62.0,0.0,0.0,8.0,0.0,0.249568097450552,0.0,3.094644408386846,0.0,56.0,0.0,833.3000000000001,,0.0,20592571.0,2020,3,0,1,spring,0.024280600999263276,0.0,0.8571428571428571,0.0,0.0,1.519047619047619,covid,,,
Kazakhstan,2020-03-24,10.0,72.0,0.0,0.0,5.571428571428571,0.0,0.4991361949011041,0.0,3.59378060328795,0.0,39.0,0.0,18.2,,0.0,20592571.0,2020,3,1,1,spring,0.04856120199852655,0.0,4.714285714285714,0.0,0.0,1.7047619047619047,covid,,,
Kazakhstan,2020-03-25,10.0,82.0,0.0,0.0,7.0,0.0,0.4991361949011041,0.0,4.092916798189054,0.0,49.0,0.0,48.5,,0.0,20592571.0,2020,3,2,1,spring,0.04856120199852655,0.0,4.714285714285714,0.0,0.0,1.9380952380952379,covid,,,
Kazakhstan,2020-03-26,15.0,97.0,0.0,0.0,8.857142857142858,0.0,0.7487042923516563,0.0,4.841621090540711,0.0,62.0,0.0,77.10000000000001,,0.0,20592571.0,2020,3,3,1,spring,0.07284180299778983,0.0,5.0,0.0,0.0,2.2333333333333334,covid,,,
Kazakhstan,2020-03-27,53.0,150.0,0.0,0.0,14.857142857142858,0.0,2.645421832975852,0.0,7.487042923516562,0.0,104.0,0.0,136.4,,0.0,20592571.0,2020,3,4,1,spring,0.25737437059219076,0.0,6.285714285714286,0.2857142857142857,0.0,2.7285714285714286,covid,,,
Kazakhstan,2020-03-28,78.0,228.0,1.0,1.0,25.0,0.1428571428571428,3.893262320228613,0.0499136194901104,11.380305243745177,0.0499136194901104,175.0,1.0,272.3,,0.4385964912280701,20592571.0,2020,3,5,1,spring,0.3787773755885071,0.0048561201998526555,6.714285714285714,0.8571428571428571,0.0,3.561904761904762,covid,,,
Kazakhstan,2020-03-29,56.0,284.0,0.0,1.0,32.42857142857143,0.1428571428571428,2.795162691446184,0.0,14.175467935191358,0.0499136194901104,227.0,1.0,345.1,,0.352112676056338,20592571.0,2020,3,6,1,spring,0.2719427311917487,0.0,7.285714285714286,0.8571428571428571,0.0,4.642857142857142,covid,,,
Kazakhstan,2020-03-30,0.0,284.0,0.0,1.0,31.714285714285715,0.1428571428571428,0.0,0.0,14.175467935191358,0.0499136194901104,222.0,1.0,296.4,,0.352112676056338,20592571.0,2020,3,0,1,spring,0.0,0.0,8.0,0.8571428571428571,0.0,5.7,covid,,,
Kazakhstan,2020-03-31,28.0,312.0,0.0,1.0,34.285714285714285,0.1428571428571428,1.3975813457230917,0.0,15.57304928091445,0.0499136194901104,240.0,1.0,515.4,,0.3205128205128205,20592571.0,2020,3,1,1,spring,0.13597136559587436,0.0,5.571428571428571,4.714285714285714,0.0,6.8428571428571425,covid,,,
Kazakhstan,2020-04-01,36.0,348.0,1.0,2.0,38.0,0.2857142857142857,1.796890301643975,0.0499136194901104,17.369939582558427,0.0998272389802208,266.0,2.0,442.9,,0.5747126436781609,20592571.0,2020,4,2,2,spring,0.1748203271946956,0.0048561201998526555,7.0,4.714285714285714,0.0,8.10952380952381,covid,,,
Kazakhstan,2020-04-02,38.0,386.0,1.0,3.0,41.285714285714285,0.4285714285714285,1.896717540624196,0.0499136194901104,19.266657123182625,0.1497408584703312,289.0,3.0,366.1,,0.7772020725388601,20592571.0,2020,4,3,2,spring,0.1845325675944009,0.0048561201998526555,8.857142857142858,5.0,0.0,9.485714285714286,covid,,,
Kazakhstan,2020-04-03,49.0,435.0,0.0,3.0,40.71428571428572,0.4285714285714285,2.4457673550154104,0.0,21.71242447819803,0.1497408584703312,285.0,3.0,174.0,,0.6896551724137931,20592571.0,2020,4,4,2,spring,0.23794988979278012,0.0,14.857142857142858,6.285714285714286,0.2857142857142857,10.842857142857143,covid,,,
Kazakhstan,2020-04-04,25.0,460.0,0.0,3.0,33.142857142857146,0.2857142857142857,1.2478404872527604,0.0,22.9602649654508,0.1497408584703312,232.0,2.0,32.6,100.0,0.6521739130434783,20592571.0,2020,4,5,2,spring,0.12140300499631639,0.0,25.0,6.714285714285714,0.8571428571428571,11.947619047619048,covid,,,
Kazakhstan,2020-04-05,71.0,531.0,2.0,5.0,35.285714285714285,0.5714285714285714,3.54386698379784,0.0998272389802208,26.50413194924863,0.249568097450552,247.0,4.0,8.799999999999999,300.0,0.9416195856873822,20592571.0,2020,4,6,2,spring,0.3447845341895385,0.009712240399705311,32.42857142857143,7.285714285714286,0.8571428571428571,13.123809523809523,covid,,,
Kazakhstan,2020-04-06,73.0,604.0,0.0,5.0,45.71428571428572,0.5714285714285714,3.643694222778061,0.0,30.147826172026694,0.249568097450552,320.0,4.0,44.1,300.0,0.8278145695364238,20592571.0,2020,4,0,2,spring,0.35449677458924383,0.0,31.714285714285715,8.0,0.8571428571428571,14.647619047619049,covid,,,
